-0.1	-21268.1149686526
-0.0999	-21232.9849112712
-0.0998	-21197.8902665097
-0.0997	-21162.8310057259
-0.0996	-21127.8071003086
-0.0995	-21092.8185216738
-0.0994	-21057.8652412678
-0.0993	-21022.947230565
-0.0992	-20988.0644610671
-0.0991	-20953.2169043057
-0.099	-20918.4045318416
-0.0989	-20883.6273152625
-0.0988	-20848.8852261859
-0.0987	-20814.1782362575
-0.0986	-20779.506317151
-0.0985	-20744.8694405689
-0.0984	-20710.2675782417
-0.0983	-20675.7007019286
-0.0982	-20641.1687834162
-0.0981	-20606.6717945212
-0.098	-20572.2097070857
-0.0979	-20537.7824929826
-0.0978	-20503.390124111
-0.0977	-20469.0325723991
-0.0976	-20434.7098098028
-0.0975	-20400.4218083063
-0.0974	-20366.1685399213
-0.0973	-20331.9499766875
-0.0972	-20297.766090673
-0.0971	-20263.6168539719
-0.097	-20229.5022387088
-0.0969	-20195.4222170337
-0.0968	-20161.3767611263
-0.0967	-20127.3658431919
-0.0966	-20093.3894354649
-0.0965	-20059.4475102069
-0.0964	-20025.5400397069
-0.0963	-19991.6669962817
-0.0962	-19957.8283522751
-0.0961	-19924.0240800588
-0.096	-19890.2541520316
-0.0959	-19856.5185406195
-0.0958	-19822.8172182767
-0.0957	-19789.1501574831
-0.0956	-19755.5173307475
-0.0955	-19721.9187106051
-0.0954	-19688.3542696184
-0.0953	-19654.8239803767
-0.0952	-19621.3278154973
-0.0951	-19587.865747623
-0.095	-19554.437749425
-0.0949	-19521.0437936005
-0.0948	-19487.6838528745
-0.0947	-19454.357899999
-0.0946	-19421.0659077516
-0.0945	-19387.8078489378
-0.0944	-19354.5836963897
-0.0943	-19321.3934229659
-0.0942	-19288.2370015519
-0.0941	-19255.1144050603
-0.094	-19222.0256064289
-0.0939	-19188.9705786231
-0.0938	-19155.9492946357
-0.0937	-19122.9617274842
-0.0936	-19090.0078502139
-0.0935	-19057.0876358967
-0.0934	-19024.2010576296
-0.0933	-18991.348088537
-0.0932	-18958.5287017698
-0.0931	-18925.7428705037
-0.093	-18892.9905679429
-0.0929	-18860.2717673164
-0.0928	-18827.5864418791
-0.0927	-18794.9345649135
-0.0926	-18762.3161097266
-0.0925	-18729.7310496527
-0.0924	-18697.1793580521
-0.0923	-18664.6610083096
-0.0922	-18632.1759738379
-0.0921	-18599.7242280745
-0.092	-18567.3057444833
-0.0919	-18534.9204965538
-0.0918	-18502.5684578015
-0.0917	-18470.249601767
-0.0916	-18437.9639020179
-0.0915	-18405.7113321474
-0.0914	-18373.4918657728
-0.0913	-18341.3054765387
-0.0912	-18309.1521381151
-0.0911	-18277.0318241965
-0.091	-18244.944508504
-0.0909	-18212.890164784
-0.0908	-18180.8687668077
-0.0907	-18148.8802883734
-0.0906	-18116.9247033027
-0.0905	-18085.0019854446
-0.0904	-18053.1121086713
-0.0903	-18021.2550468821
-0.0902	-17989.4307740008
-0.0901	-17957.639263977
-0.09	-17925.8804907843
-0.0899	-17894.1544284223
-0.0898	-17862.4610509154
-0.0897	-17830.8003323142
-0.0896	-17799.1722466929
-0.0895	-17767.576768151
-0.0894	-17736.0138708136
-0.0893	-17704.4835288311
-0.0892	-17672.9857163774
-0.0891	-17641.5204076518
-0.089	-17610.0875768792
-0.0889	-17578.6871983082
-0.0888	-17547.3192462138
-0.0887	-17515.9836948942
-0.0886	-17484.6805186727
-0.0885	-17453.4096918981
-0.0884	-17422.1711889423
-0.0883	-17390.9649842033
-0.0882	-17359.7910521035
-0.0881	-17328.6493670886
-0.088	-17297.5399036305
-0.0879	-17266.4626362238
-0.0878	-17235.4175393887
-0.0877	-17204.4045876702
-0.0876	-17173.4237556371
-0.0875	-17142.4750178816
-0.0874	-17111.5583490223
-0.0873	-17080.6737237
-0.0872	-17049.8211165817
-0.0871	-17019.0005023565
-0.087	-16988.2118557394
-0.0869	-16957.4551514688
-0.0868	-16926.7303643075
-0.0867	-16896.0374690421
-0.0866	-16865.3764404836
-0.0865	-16834.7472534661
-0.0864	-16804.1498828494
-0.0863	-16773.5843035153
-0.0862	-16743.0504903711
-0.0861	-16712.5484183476
-0.086	-16682.0780623988
-0.0859	-16651.6393975026
-0.0858	-16621.2323986613
-0.0857	-16590.8570409005
-0.0856	-16560.5132992703
-0.0855	-16530.2011488437
-0.0854	-16499.9205647171
-0.0853	-16469.6715220118
-0.0852	-16439.4539958715
-0.0851	-16409.2679614634
-0.085	-16379.1133939793
-0.0849	-16348.9902686337
-0.0848	-16318.8985606649
-0.0847	-16288.8382453345
-0.0846	-16258.8092979276
-0.0845	-16228.8116937525
-0.0844	-16198.8454081406
-0.0843	-16168.9104164477
-0.0842	-16139.0066940514
-0.0841	-16109.1342163539
-0.084	-16079.2929587805
-0.0839	-16049.4828967777
-0.0838	-16019.7040058176
-0.0837	-15989.9562613943
-0.0836	-15960.2396390251
-0.0835	-15930.5541142508
-0.0834	-15900.8996626349
-0.0833	-15871.2762597633
-0.0832	-15841.6838812467
-0.0831	-15812.1225027159
-0.083	-15782.592099827
-0.0829	-15753.0926482582
-0.0828	-15723.6241237106
-0.0827	-15694.1865019079
-0.0826	-15664.7797585969
-0.0825	-15635.4038695469
-0.0824	-15606.0588105502
-0.0823	-15576.744557421
-0.0822	-15547.4610859976
-0.0821	-15518.2083721395
-0.082	-15488.9863917306
-0.0819	-15459.7951206744
-0.0818	-15430.6345348999
-0.0817	-15401.504610357
-0.0816	-15372.4053230189
-0.0815	-15343.3366488808
-0.0814	-15314.2985639601
-0.0813	-15285.2910442977
-0.0812	-15256.3140659556
-0.0811	-15227.3676050187
-0.081	-15198.4516375936
-0.0809	-15169.5661398106
-0.0808	-15140.7110878207
-0.0807	-15111.8864577979
-0.0806	-15083.0922259384
-0.0805	-15054.3283684604
-0.0804	-15025.5948616037
-0.0803	-14996.8916816318
-0.0802	-14968.2188048286
-0.0801	-14939.5762075003
-0.08	-14910.9638659767
-0.0799	-14882.3817566067
-0.0798	-14853.8298557636
-0.0797	-14825.3081398418
-0.0796	-14796.8165852576
-0.0795	-14768.3551684491
-0.0794	-14739.9238658765
-0.0793	-14711.5226540215
-0.0792	-14683.1515093873
-0.0791	-14654.8104085005
-0.079	-14626.4993279065
-0.0789	-14598.2182441753
-0.0788	-14569.9671338965
-0.0787	-14541.7459736825
-0.0786	-14513.554740167
-0.0785	-14485.3934100054
-0.0784	-14457.2619598742
-0.0783	-14429.160366472
-0.0782	-14401.0886065184
-0.0781	-14373.0466567543
-0.078	-14345.0344939437
-0.0779	-14317.0520948691
-0.0778	-14289.0994363371
-0.0777	-14261.1764951738
-0.0776	-14233.2832482276
-0.0775	-14205.4196723683
-0.0774	-14177.5857444865
-0.0773	-14149.781441494
-0.0772	-14122.0067403238
-0.0771	-14094.2616179313
-0.077	-14066.546051291
-0.0769	-14038.8600173993
-0.0768	-14011.2034932746
-0.0767	-13983.576455956
-0.0766	-13955.9788825024
-0.0765	-13928.4107499955
-0.0764	-13900.8720355369
-0.0763	-13873.3627162494
-0.0762	-13845.8827692769
-0.0761	-13818.4321717835
-0.076	-13791.0109009559
-0.0759	-13763.6189340002
-0.0758	-13736.2562481426
-0.0757	-13708.9228206318
-0.0756	-13681.6186287371
-0.0755	-13654.3436497473
-0.0754	-13627.0978609731
-0.0753	-13599.8812397452
-0.0752	-13572.6937634152
-0.0751	-13545.5354093563
-0.075	-13518.4061549602
-0.0749	-13491.3059776405
-0.0748	-13464.2348548318
-0.0747	-13437.192763988
-0.0746	-13410.1796825849
-0.0745	-13383.1955881172
-0.0744	-13356.2404581013
-0.0743	-13329.3142700735
-0.0742	-13302.4170015907
-0.0741	-13275.5486302299
-0.074	-13248.7091335884
-0.0739	-13221.8984892851
-0.0738	-13195.1166749565
-0.0737	-13168.3636682621
-0.0736	-13141.6394468799
-0.0735	-13114.943988509
-0.0734	-13088.2772708687
-0.0733	-13061.6392716975
-0.0732	-13035.0299687551
-0.0731	-13008.4493398208
-0.073	-12981.8973626943
-0.0729	-12955.3740151948
-0.0728	-12928.8792751621
-0.0727	-12902.4131204553
-0.0726	-12875.9755289544
-0.0725	-12849.5664785593
-0.0724	-12823.1859471884
-0.0723	-12796.8339127817
-0.0722	-12770.5103532982
-0.0721	-12744.2152467172
-0.072	-12717.9485710374
-0.0719	-12691.7103042773
-0.0718	-12665.5004244756
-0.0717	-12639.3189096905
-0.0716	-12613.1657379992
-0.0715	-12587.0408875
-0.0714	-12560.9443363105
-0.0713	-12534.8760625667
-0.0712	-12508.8360444257
-0.0711	-12482.824260064
-0.071	-12456.8406876765
-0.0709	-12430.8853054782
-0.0708	-12404.958091705
-0.0707	-12379.0590246106
-0.0706	-12353.1880824683
-0.0705	-12327.3452435722
-0.0704	-12301.530486234
-0.0703	-12275.743788786
-0.0702	-12249.9851295798
-0.0701	-12224.2544869858
-0.07	-12198.5518393943
-0.0699	-12172.8771652149
-0.0698	-12147.2304428752
-0.0697	-12121.6116508233
-0.0696	-12096.020767527
-0.0695	-12070.4577714715
-0.0694	-12044.9226411633
-0.0693	-12019.4153551261
-0.0692	-11993.935891904
-0.0691	-11968.4842300597
-0.069	-11943.0603481756
-0.0689	-11917.6642248517
-0.0688	-11892.2958387084
-0.0687	-11866.9551683843
-0.0686	-11841.6421925378
-0.0685	-11816.3568898459
-0.0684	-11791.0992390035
-0.0683	-11765.869218726
-0.0682	-11740.666807747
-0.0681	-11715.4919848191
-0.068	-11690.3447287131
-0.0679	-11665.2250182196
-0.0678	-11640.1328321464
-0.0677	-11615.0681493223
-0.0676	-11590.0309485933
-0.0675	-11565.0212088241
-0.0674	-11540.0389088992
-0.0673	-11515.0840277202
-0.0672	-11490.1565442089
-0.0671	-11465.256437305
-0.067	-11440.3836859666
-0.0669	-11415.5382691702
-0.0668	-11390.7201659114
-0.0667	-11365.929355204
-0.0666	-11341.1658160812
-0.0665	-11316.4295275933
-0.0664	-11291.7204688095
-0.0663	-11267.0386188183
-0.0662	-11242.3839567252
-0.0661	-11217.7564616551
-0.066	-11193.156112751
-0.0659	-11168.5828891742
-0.0658	-11144.0367701048
-0.0657	-11119.5177347398
-0.0656	-11095.0257622957
-0.0655	-11070.5608320067
-0.0654	-11046.1229231261
-0.0653	-11021.712014924
-0.0652	-10997.3280866903
-0.0651	-10972.9711177313
-0.065	-10948.641087373
-0.0649	-10924.3379749583
-0.0648	-10900.0617598488
-0.0647	-10875.8124214243
-0.0646	-10851.5899390822
-0.0645	-10827.3942922383
-0.0644	-10803.2254603257
-0.0643	-10779.0834227967
-0.0642	-10754.9681591203
-0.0641	-10730.8796487847
-0.064	-10706.8178712943
-0.0639	-10682.7828061729
-0.0638	-10658.774432962
-0.0637	-10634.7927312197
-0.0636	-10610.8376805232
-0.0635	-10586.909260467
-0.0634	-10563.0074506633
-0.0633	-10539.1322307426
-0.0632	-10515.2835803522
-0.0631	-10491.4614791582
-0.063	-10467.6659068436
-0.0629	-10443.8968431087
-0.0628	-10420.1542676724
-0.0627	-10396.438160271
-0.0626	-10372.7485006579
-0.0625	-10349.0852686046
-0.0624	-10325.4484438999
-0.0623	-10301.8380063496
-0.0622	-10278.2539357786
-0.0621	-10254.6962120273
-0.062	-10231.1648149553
-0.0619	-10207.6597244385
-0.0618	-10184.1809203701
-0.0617	-10160.7283826616
-0.0616	-10137.3020912415
-0.0615	-10113.9020260556
-0.0614	-10090.5281670668
-0.0613	-10067.1804942555
-0.0612	-10043.85898762
-0.0611	-10020.5636271746
-0.061	-9997.29439295227
-0.0609	-9974.05126500217
-0.0608	-9950.8342233905
-0.0607	-9927.64324820154
-0.0606	-9904.47831953632
-0.0605	-9881.33941751304
-0.0604	-9858.22652226696
-0.0603	-9835.13961395046
-0.0602	-9812.07867273253
-0.0601	-9789.04367880054
-0.06	-9766.03461235727
-0.0599	-9743.05145362454
